state_01,state_02,year,src_10_400,src_35_300
"MD","MD",1975,,
"MD","ME",1975,0,0
"MD","MI",1975,0,1
"MD","MN",1975,0,0
"MD","MO",1975,0,0
"MD","MS",1975,0,0
"MD","MT",1975,0,0
"MD","NC",1975,0,0
"MD","ND",1975,0,1
"MD","NE",1975,0,0
"MD","NH",1975,0,0
"MD","NJ",1975,0,0
"MD","NM",1975,0,0
"MD","NV",1975,0,0
"MD","NY",1975,0,1
"MD","OH",1975,0,0
"MD","OK",1975,1,0
"MD","OR",1975,0,0
"MD","PA",1975,0,0
"MD","RI",1975,0,1
"MD","SC",1975,0,0
"MD","SD",1975,0,0
"MD","TN",1975,0,0
"MD","TX",1975,1,0
"MD","UT",1975,0,0
"MD","VA",1975,0,0
"MD","VT",1975,0,0
"MD","WA",1975,0,0
"MD","WI",1975,0,0
"MD","WV",1975,0,0
"MD","WY",1975,0,0
"ME","AK",1975,0,0
"ME","AL",1975,0,0
"ME","AR",1975,0,0
"ME","AZ",1975,0,0
"ME","CA",1975,0,0
"ME","CO",1975,0,0
"ME","CT",1975,0,0
"ME","DE",1975,0,0
"ME","FL",1975,0,0
"ME","GA",1975,0,0
"ME","HI",1975,0,0
"ME","IA",1975,0,0
"ME","ID",1975,0,0
"ME","IL",1975,0,0
"ME","IN",1975,0,0
"ME","KS",1975,0,0
"ME","KY",1975,0,0
"ME","LA",1975,0,0
"ME","MA",1975,0,0
"ME","MD",1975,1,0
"ME","ME",1975,,
"ME","MI",1975,0,0
"ME","MN",1975,0,1
"ME","MO",1975,0,1
"ME","MS",1975,0,0
"ME","MT",1975,0,0
"ME","NC",1975,0,1
"ME","ND",1975,0,0
"ME","NE",1975,0,0
"ME","NH",1975,0,0
"ME","NJ",1975,0,0
"ME","NM",1975,0,1
"ME","NV",1975,0,0
"ME","NY",1975,0,1
"ME","OH",1975,0,0
"ME","OK",1975,0,0
"ME","OR",1975,0,0
"ME","PA",1975,0,1
"ME","RI",1975,0,0
"ME","SC",1975,0,0
"ME","SD",1975,0,0
"ME","TN",1975,0,0
"ME","TX",1975,0,0
"ME","UT",1975,0,0
"ME","VA",1975,0,0
"ME","VT",1975,0,0
"ME","WA",1975,0,0
"ME","WI",1975,0,0
"ME","WV",1975,0,1
"ME","WY",1975,0,1
"MI","AK",1975,0,0
"MI","AL",1975,0,0
"MI","AR",1975,0,0
"MI","AZ",1975,0,0
"MI","CA",1975,0,0
"MI","CO",1975,0,0
"MI","CT",1975,1,0
"MI","DE",1975,0,0
"MI","FL",1975,0,0
"MI","GA",1975,0,0
"MI","HI",1975,0,0
"MI","IA",1975,0,0
"MI","ID",1975,0,1
"MI","IL",1975,0,0
"MI","IN",1975,0,0
"MI","KS",1975,0,0
"MI","KY",1975,0,0
"MI","LA",1975,0,0
"MI","MA",1975,0,0
"MI","MD",1975,0,1
"MI","ME",1975,0,0
"MI","MI",1975,,
"MI","MN",1975,0,0
"MI","MO",1975,0,0
"MI","MS",1975,0,0
"MI","MT",1975,0,1
"MI","NC",1975,0,0
"MI","ND",1975,0,0
"MI","NE",1975,0,0
"MI","NH",1975,0,1
"MI","NJ",1975,0,1
"MI","NM",1975,0,0
"MI","NV",1975,0,0
"MI","NY",1975,0,1
"MI","OH",1975,0,0
"MI","OK",1975,0,0
"MI","OR",1975,0,0
"MI","PA",1975,0,0
"MI","RI",1975,0,0
"MI","SC",1975,0,0
"MI","SD",1975,0,0
"MI","TN",1975,0,0
"MI","TX",1975,0,0
"MI","UT",1975,0,0
"MI","VA",1975,0,0
"MI","VT",1975,0,0
"MI","WA",1975,0,0
"MI","WI",1975,0,0
"MI","WV",1975,0,0
"MI","WY",1975,0,0
"MN","AK",1975,0,0
"MN","AL",1975,0,0
"MN","AR",1975,0,0
"MN","AZ",1975,0,0
"MN","CA",1975,0,0
"MN","CO",1975,0,1
"MN","CT",1975,0,0
"MN","DE",1975,0,0
"MN","FL",1975,0,1
"MN","GA",1975,0,0
"MN","HI",1975,0,0
"MN","IA",1975,0,0
"MN","ID",1975,0,0
"MN","IL",1975,0,0
"MN","IN",1975,0,0
"MN","KS",1975,0,0
"MN","KY",1975,0,1
"MN","LA",1975,0,0
"MN","MA",1975,0,0
"MN","MD",1975,0,0
"MN","ME",1975,0,0
"MN","MI",1975,1,1
"MN","MN",1975,,
"MN","MO",1975,0,0
"MN","MS",1975,0,0
"MN","MT",1975,0,0
"MN","NC",1975,0,0
"MN","ND",1975,0,0
"MN","NE",1975,0,0
"MN","NH",1975,0,0
"MN","NJ",1975,0,1
"MN","NM",1975,0,0
"MN","NV",1975,0,0
"MN","NY",1975,0,0
"MN","OH",1975,0,0
"MN","OK",1975,0,0
"MN","OR",1975,0,0
"MN","PA",1975,0,0
"MN","RI",1975,1,1
"MN","SC",1975,0,1
"MN","SD",1975,0,0
"MN","TN",1975,0,0
"MN","TX",1975,1,0
"MN","UT",1975,0,0
"MN","VA",1975,0,0
"MN","VT",1975,0,0
"MN","WA",1975,0,0
"MN","WI",1975,0,0
"MN","WV",1975,0,0
"MN","WY",1975,0,0
"MO","AK",1975,0,0
"MO","AL",1975,0,0
"MO","AR",1975,0,0
"MO","AZ",1975,0,1
"MO","CA",1975,0,0
"MO","CO",1975,0,0
"MO","CT",1975,0,0
"MO","DE",1975,0,1
"MO","FL",1975,0,1
"MO","GA",1975,0,1
"MO","HI",1975,0,0
"MO","IA",1975,0,0
"MO","ID",1975,0,0
"MO","IL",1975,0,0
"MO","IN",1975,0,0
"MO","KS",1975,0,0
"MO","KY",1975,0,0
"MO","LA",1975,0,1
"MO","MA",1975,0,0
"MO","MD",1975,0,0
"MO","ME",1975,0,0
"MO","MI",1975,0,1
"MO","MN",1975,0,1
"MO","MO",1975,,
"MO","MS",1975,0,0
"MO","MT",1975,0,0
"MO","NC",1975,0,0
"MO","ND",1975,0,0
"MO","NE",1975,0,0
"MO","NH",1975,0,0
"MO","NJ",1975,0,0
"MO","NM",1975,0,0
"MO","NV",1975,0,0
"MO","NY",1975,0,1
"MO","OH",1975,0,0
"MO","OK",1975,0,0
"MO","OR",1975,0,0
"MO","PA",1975,0,0
"MO","RI",1975,0,0
"MO","SC",1975,0,0
"MO","SD",1975,0,0
"MO","TN",1975,0,0
"MO","TX",1975,0,0
"MO","UT",1975,0,0
"MO","VA",1975,0,0
"MO","VT",1975,0,0
"MO","WA",1975,0,0
"MO","WI",1975,0,0
"MO","WV",1975,0,0
"MO","WY",1975,0,0
"MS","AK",1975,0,0
"MS","AL",1975,0,0
"MS","AR",1975,0,1
"MS","AZ",1975,0,0
"MS","CA",1975,0,0
"MS","CO",1975,0,0
"MS","CT",1975,0,0
"MS","DE",1975,0,0
"MS","FL",1975,0,1
"MS","GA",1975,0,0
"MS","HI",1975,0,0
"MS","IA",1975,0,0
"MS","ID",1975,0,0
"MS","IL",1975,0,0
"MS","IN",1975,0,0
"MS","KS",1975,0,0
"MS","KY",1975,0,0
"MS","LA",1975,0,0
"MS","MA",1975,0,0
"MS","MD",1975,0,0
"MS","ME",1975,0,0
"MS","MI",1975,0,0
"MS","MN",1975,0,0
"MS","MO",1975,0,1
"MS","MS",1975,,
"MS","MT",1975,0,0
"MS","NC",1975,0,0
"MS","ND",1975,0,0
"MS","NE",1975,0,0
"MS","NH",1975,0,0
"MS","NJ",1975,0,0
"MS","NM",1975,0,0
"MS","NV",1975,1,0
"MS","NY",1975,0,0
"MS","OH",1975,0,0
"MS","OK",1975,0,0
"MS","OR",1975,0,0
"MS","PA",1975,0,0
"MS","RI",1975,0,0
"MS","SC",1975,0,0
"MS","SD",1975,0,1
"MS","TN",1975,0,0
"MS","TX",1975,0,0
"MS","UT",1975,0,0
"MS","VA",1975,0,0
"MS","VT",1975,0,0
"MS","WA",1975,0,0
"MS","WI",1975,0,0
"MS","WV",1975,0,0
"MS","WY",1975,1,0
"MT","AK",1975,0,0
"MT","AL",1975,0,0
"MT","AR",1975,0,0
"MT","AZ",1975,0,0
"MT","CA",1975,0,0
"MT","CO",1975,0,0
"MT","CT",1975,0,0
"MT","DE",1975,0,0
"MT","FL",1975,0,0
"MT","GA",1975,0,0
"MT","HI",1975,0,0
"MT","IA",1975,0,1
"MT","ID",1975,0,0
"MT","IL",1975,0,1
"MT","IN",1975,0,1
"MT","KS",1975,0,0
"MT","KY",1975,0,0
"MT","LA",1975,0,1
"MT","MA",1975,0,0
"MT","MD",1975,0,0
"MT","ME",1975,0,0
"MT","MI",1975,0,0
"MT","MN",1975,0,0
"MT","MO",1975,0,0
"MT","MS",1975,0,0
"MT","MT",1975,,
"MT","NC",1975,0,0
"MT","ND",1975,0,0
"MT","NE",1975,0,0
"MT","NH",1975,0,0
"MT","NJ",1975,0,0
"MT","NM",1975,0,0
"MT","NV",1975,1,0
"MT","NY",1975,0,1
"MT","OH",1975,1,0
"MT","OK",1975,0,0
"MT","OR",1975,0,1
"MT","PA",1975,0,0
"MT","RI",1975,1,0
"MT","SC",1975,0,0
"MT","SD",1975,0,0
"MT","TN",1975,1,0
"MT","TX",1975,0,0
"MT","UT",1975,0,0
"MT","VA",1975,0,0
"MT","VT",1975,0,0
"MT","WA",1975,0,0
"MT","WI",1975,0,0
"MT","WV",1975,0,0
"MT","WY",1975,0,0
"NC","AK",1975,0,0
"NC","AL",1975,0,0
"NC","AR",1975,0,0
"NC","AZ",1975,0,0
"NC","CA",1975,0,0
"NC","CO",1975,0,0
"NC","CT",1975,0,0
"NC","DE",1975,0,0
"NC","FL",1975,0,1
"NC","GA",1975,0,0
"NC","HI",1975,0,0
"NC","IA",1975,0,0
"NC","ID",1975,0,1
"NC","IL",1975,0,0
"NC","IN",1975,0,0
"NC","KS",1975,0,0
"NC","KY",1975,0,0
"NC","LA",1975,0,0
"NC","MA",1975,0,0
"NC","MD",1975,0,0
"NC","ME",1975,0,0
"NC","MI",1975,0,1
"NC","MN",1975,0,0
"NC","MO",1975,0,0
"NC","MS",1975,1,1
"NC","MT",1975,0,0
"NC","NC",1975,,
"NC","ND",1975,0,0
"NC","NE",1975,0,0
"NC","NH",1975,0,0
"NC","NJ",1975,0,0
"NC","NM",1975,0,0
"NC","NV",1975,0,0
"NC","NY",1975,0,1
"NC","OH",1975,0,0
"NC","OK",1975,0,0
"NC","OR",1975,0,0
"NC","PA",1975,0,0
"NC","RI",1975,1,0
"NC","SC",1975,0,0
"NC","SD",1975,0,0
"NC","TN",1975,0,0
"NC","TX",1975,0,0
"NC","UT",1975,0,1
"NC","VA",1975,0,0
"NC","VT",1975,0,0
"NC","WA",1975,0,0
"NC","WI",1975,0,0
"NC","WV",1975,0,0
"NC","WY",1975,0,0
"ND","AK",1975,0,0
"ND","AL",1975,0,1
"ND","AR",1975,0,0
"ND","AZ",1975,0,1
"ND","CA",1975,0,0
"ND","CO",1975,0,0
"ND","CT",1975,0,0
"ND","DE",1975,0,1
"ND","FL",1975,0,0
"ND","GA",1975,0,0
"ND","HI",1975,0,0
"ND","IA",1975,0,0
"ND","ID",1975,0,0
"ND","IL",1975,0,0
"ND","IN",1975,0,0
"ND","KS",1975,0,0
"ND","KY",1975,0,0
"ND","LA",1975,0,0
"ND","MA",1975,0,0
"ND","MD",1975,0,0
"ND","ME",1975,0,0
"ND","MI",1975,0,1
"ND","MN",1975,0,0
"ND","MO",1975,0,0
"ND","MS",1975,0,0
"ND","MT",1975,0,0
"ND","NC",1975,0,0
"ND","ND",1975,,
"ND","NE",1975,0,0
"ND","NH",1975,0,0
"ND","NJ",1975,0,0
"ND","NM",1975,0,0
"ND","NV",1975,0,0
"ND","NY",1975,0,0
"ND","OH",1975,0,0
"ND","OK",1975,0,0
"ND","OR",1975,0,0
"ND","PA",1975,0,0
"ND","RI",1975,1,0
"ND","SC",1975,1,0
"ND","SD",1975,0,0
"ND","TN",1975,0,0
"ND","TX",1975,0,0
"ND","UT",1975,0,0
"ND","VA",1975,0,0
"ND","VT",1975,0,0
"ND","WA",1975,0,0
"ND","WI",1975,0,0
"ND","WV",1975,0,0
"ND","WY",1975,0,0
"NE","AK",1975,0,0
"NE","AL",1975,0,0
"NE","AR",1975,0,0
"NE","AZ",1975,0,0
"NE","CA",1975,0,0
"NE","CO",1975,0,0
"NE","CT",1975,0,0
"NE","DE",1975,0,0
"NE","FL",1975,1,1
"NE","GA",1975,0,1
"NE","HI",1975,0,0
"NE","IA",1975,0,0
"NE","ID",1975,0,0
"NE","IL",1975,0,0
"NE","IN",1975,0,0
"NE","KS",1975,0,1
"NE","KY",1975,0,0
"NE","LA",1975,0,1
"NE","MA",1975,0,0
"NE","MD",1975,0,0
"NE","ME",1975,0,0
"NE","MI",1975,0,0
"NE","MN",1975,0,0
"NE","MO",1975,0,0
"NE","MS",1975,0,0
"NE","MT",1975,0,0
"NE","NC",1975,0,0
"NE","ND",1975,0,0
"NE","NE",1975,,
"NE","NH",1975,0,0
"NE","NJ",1975,0,0
"NE","NM",1975,0,0
"NE","NV",1975,0,0
"NE","NY",1975,0,1
"NE","OH",1975,0,0
"NE","OK",1975,0,0
"NE","OR",1975,0,0
"NE","PA",1975,0,0
"NE","RI",1975,1,0
"NE","SC",1975,0,0
"NE","SD",1975,0,0
"NE","TN",1975,0,0
"NE","TX",1975,0,0
"NE","UT",1975,0,0
"NE","VA",1975,0,0
"NE","VT",1975,0,0
"NE","WA",1975,0,0
"NE","WI",1975,0,0
"NE","WV",1975,0,0
"NE","WY",1975,0,0
"NH","AK",1975,0,0
"NH","AL",1975,0,0
"NH","AR",1975,0,0
"NH","AZ",1975,0,0
"NH","CA",1975,0,0
"NH","CO",1975,0,0
"NH","CT",1975,0,0
"NH","DE",1975,0,0
"NH","FL",1975,0,0
"NH","GA",1975,0,0
"NH","HI",1975,0,0
"NH","IA",1975,0,0
"NH","ID",1975,0,0
"NH","IL",1975,0,0
"NH","IN",1975,0,0
"NH","KS",1975,0,0
"NH","KY",1975,0,0
"NH","LA",1975,0,0
"NH","MA",1975,0,0
"NH","MD",1975,0,0
"NH","ME",1975,0,0
"NH","MI",1975,0,1
"NH","MN",1975,0,0
"NH","MO",1975,0,1
"NH","MS",1975,0,0
"NH","MT",1975,0,0
"NH","NC",1975,0,0
"NH","ND",1975,0,0
"NH","NE",1975,0,0
"NH","NH",1975,,
"NH","NJ",1975,0,0
"NH","NM",1975,0,0
"NH","NV",1975,0,0
"NH","NY",1975,0,1
"NH","OH",1975,0,0
"NH","OK",1975,0,0
"NH","OR",1975,0,1
"NH","PA",1975,0,0
"NH","RI",1975,0,0
"NH","SC",1975,0,1
"NH","SD",1975,0,0
"NH","TN",1975,0,0
"NH","TX",1975,0,0
"NH","UT",1975,0,1
"NH","VA",1975,0,0
"NH","VT",1975,0,0
"NH","WA",1975,0,0
"NH","WI",1975,0,0
"NH","WV",1975,0,0
"NH","WY",1975,1,0
"NJ","AK",1975,0,0
"NJ","AL",1975,0,0
"NJ","AR",1975,0,0
"NJ","AZ",1975,0,0
"NJ","CA",1975,1,0
"NJ","CO",1975,0,0
"NJ","CT",1975,0,1
"NJ","DE",1975,0,0
"NJ","FL",1975,0,0
"NJ","GA",1975,0,0
"NJ","HI",1975,1,1
"NJ","IA",1975,0,0
"NJ","ID",1975,0,0
"NJ","IL",1975,0,0
"NJ","IN",1975,0,0
"NJ","KS",1975,0,0
"NJ","KY",1975,0,0
"NJ","LA",1975,0,0
"NJ","MA",1975,0,0
"NJ","MD",1975,0,0
"NJ","ME",1975,0,0
"NJ","MI",1975,0,1
"NJ","MN",1975,0,1
"NJ","MO",1975,0,0
"NJ","MS",1975,0,0
"NJ","MT",1975,0,0
"NJ","NC",1975,0,0
"NJ","ND",1975,0,0
"NJ","NE",1975,0,0
"NJ","NH",1975,0,1
"NJ","NJ",1975,,
"NJ","NM",1975,0,0
"NJ","NV",1975,1,0
"NJ","NY",1975,1,1
"NJ","OH",1975,0,0
"NJ","OK",1975,0,0
"NJ","OR",1975,0,0
"NJ","PA",1975,0,0
"NJ","RI",1975,1,0
"NJ","SC",1975,0,0
"NJ","SD",1975,0,0
"NJ","TN",1975,0,0
"NJ","TX",1975,0,0
"NJ","UT",1975,0,1
"NJ","VA",1975,0,0
"NJ","VT",1975,0,0
"NJ","WA",1975,0,0
"NJ","WI",1975,0,1
"NJ","WV",1975,0,0
"NJ","WY",1975,0,1
"NM","AK",1975,0,0
"NM","AL",1975,0,1
"NM","AR",1975,0,0
"NM","AZ",1975,0,0
"NM","CA",1975,0,0
"NM","CO",1975,0,0
"NM","CT",1975,0,0
"NM","DE",1975,0,0
"NM","FL",1975,1,1
"NM","GA",1975,0,1
"NM","HI",1975,0,0
"NM","IA",1975,0,0
"NM","ID",1975,0,0
"NM","IL",1975,0,1
"NM","IN",1975,0,0
"NM","KS",1975,0,1
"NM","KY",1975,0,0
"NM","LA",1975,0,1
"NM","MA",1975,0,0
"NM","MD",1975,1,0
"NM","ME",1975,0,0
"NM","MI",1975,0,0
"NM","MN",1975,0,0
"NM","MO",1975,0,0
"NM","MS",1975,0,0
"NM","MT",1975,0,0
"NM","NC",1975,0,0
"NM","ND",1975,0,0
"NM","NE",1975,0,0
"NM","NH",1975,0,0
"NM","NJ",1975,0,0
"NM","NM",1975,,
"NM","NV",1975,0,0
"NM","NY",1975,0,1
"NM","OH",1975,0,0
"NM","OK",1975,0,0
"NM","OR",1975,0,0
"NM","PA",1975,0,0
"NM","RI",1975,0,0
"NM","SC",1975,0,0
"NM","SD",1975,0,0
"NM","TN",1975,0,0
"NM","TX",1975,0,0
"NM","UT",1975,0,0
"NM","VA",1975,0,0
"NM","VT",1975,0,0
"NM","WA",1975,0,0
"NM","WI",1975,0,0
"NM","WV",1975,1,0
"NM","WY",1975,0,0
"NV","AK",1975,1,1
"NV","AL",1975,0,0
"NV","AR",1975,0,0
"NV","AZ",1975,0,0
"NV","CA",1975,0,1
"NV","CO",1975,0,0
"NV","CT",1975,0,0
"NV","DE",1975,0,0
"NV","FL",1975,1,1
"NV","GA",1975,0,0
"NV","HI",1975,0,0
"NV","IA",1975,0,0
"NV","ID",1975,0,0
"NV","IL",1975,0,0
"NV","IN",1975,0,1
"NV","KS",1975,0,0
"NV","KY",1975,0,0
"NV","LA",1975,0,0
"NV","MA",1975,0,0
"NV","MD",1975,1,0
"NV","ME",1975,0,0
"NV","MI",1975,0,0
"NV","MN",1975,0,0
"NV","MO",1975,0,1
"NV","MS",1975,0,1
"NV","MT",1975,0,0
"NV","NC",1975,0,0
"NV","ND",1975,0,0
"NV","NE",1975,0,0
"NV","NH",1975,0,0
"NV","NJ",1975,0,0
"NV","NM",1975,0,0
"NV","NV",1975,,
"NV","NY",1975,0,1
"NV","OH",1975,0,0
"NV","OK",1975,0,0
"NV","OR",1975,0,0
"NV","PA",1975,0,0
"NV","RI",1975,0,0
"NV","SC",1975,0,0
"NV","SD",1975,1,0
"NV","TN",1975,0,0
"NV","TX",1975,0,0
"NV","UT",1975,0,0
"NV","VA",1975,0,0
"NV","VT",1975,0,0
"NV","WA",1975,0,0
"NV","WI",1975,0,0
"NV","WV",1975,0,0
"NV","WY",1975,0,0
"NY","AK",1975,0,0
"NY","AL",1975,0,0
"NY","AR",1975,0,0
"NY","AZ",1975,0,0
"NY","CA",1975,1,1
"NY","CO",1975,0,0
"NY","CT",1975,0,1
"NY","DE",1975,0,0
"NY","FL",1975,0,0
"NY","GA",1975,0,0
"NY","HI",1975,0,0
"NY","IA",1975,0,0
"NY","ID",1975,0,0
"NY","IL",1975,0,0
"NY","IN",1975,0,0
"NY","KS",1975,0,0
"NY","KY",1975,0,0
"NY","LA",1975,0,0
"NY","MA",1975,0,0
"NY","MD",1975,0,0
"NY","ME",1975,0,0
"NY","MI",1975,0,0
"NY","MN",1975,0,1
"NY","MO",1975,0,0
"NY","MS",1975,0,0
"NY","MT",1975,0,0
"NY","NC",1975,0,0
"NY","ND",1975,0,0
"NY","NE",1975,0,1
"NY","NH",1975,0,1
"NY","NJ",1975,0,1
"NY","NM",1975,1,0
"NY","NV",1975,1,0
"NY","NY",1975,,
"NY","OH",1975,0,0
"NY","OK",1975,0,0
"NY","OR",1975,1,1
"NY","PA",1975,0,1
"NY","RI",1975,0,0
"NY","SC",1975,0,0
"NY","SD",1975,0,0
"NY","TN",1975,0,0
"NY","TX",1975,0,0
"NY","UT",1975,0,0
"NY","VA",1975,0,0
"NY","VT",1975,0,0
"NY","WA",1975,0,1
"NY","WI",1975,0,0
"NY","WV",1975,0,1
"NY","WY",1975,0,0
"OH","AK",1975,0,0
"OH","AL",1975,0,0
"OH","AR",1975,0,0
"OH","AZ",1975,0,0
"OH","CA",1975,0,1
"OH","CO",1975,0,0
"OH","CT",1975,1,0
"OH","DE",1975,0,1
"OH","FL",1975,0,0
"OH","GA",1975,0,0
"OH","HI",1975,0,0
"OH","IA",1975,0,0
"OH","ID",1975,0,0
"OH","IL",1975,0,0
"OH","IN",1975,0,0
"OH","KS",1975,0,0
"OH","KY",1975,0,0
"OH","LA",1975,0,0
"OH","MA",1975,0,0
"OH","MD",1975,1,0
"OH","ME",1975,0,0
"OH","MI",1975,0,0
"OH","MN",1975,0,0
"OH","MO",1975,0,0
"OH","MS",1975,0,0
"OH","MT",1975,0,0
"OH","NC",1975,0,0
"OH","ND",1975,1,0
"OH","NE",1975,0,0
"OH","NH",1975,0,0
"OH","NJ",1975,0,1
"OH","NM",1975,0,0
"OH","NV",1975,0,0
"OH","NY",1975,0,1
"OH","OH",1975,,
"OH","OK",1975,0,0
"OH","OR",1975,1,1
"OH","PA",1975,0,1
"OH","RI",1975,0,1
"OH","SC",1975,0,0
"OH","SD",1975,0,0
"OH","TN",1975,0,0
"OH","TX",1975,0,0
"OH","UT",1975,0,0
"OH","VA",1975,0,0
"OH","VT",1975,0,0
"OH","WA",1975,0,0
"OH","WI",1975,0,0
"OH","WV",1975,0,0
"OH","WY",1975,0,0
"OK","AK",1975,0,0
"OK","AL",1975,0,0
"OK","AR",1975,0,0
"OK","AZ",1975,0,0
"OK","CA",1975,0,0
"OK","CO",1975,1,1
"OK","CT",1975,0,0
"OK","DE",1975,0,0
"OK","FL",1975,1,1
"OK","GA",1975,0,0
"OK","HI",1975,0,0
"OK","IA",1975,0,0
"OK","ID",1975,0,0
"OK","IL",1975,0,0
"OK","IN",1975,0,0
"OK","KS",1975,0,0
"OK","KY",1975,0,0
"OK","LA",1975,0,0
"OK","MA",1975,0,0
"OK","MD",1975,0,0
"OK","ME",1975,0,0
"OK","MI",1975,0,0
"OK","MN",1975,0,0
"OK","MO",1975,0,0
"OK","MS",1975,0,0
"OK","MT",1975,0,0
"OK","NC",1975,0,0
"OK","ND",1975,0,0
"OK","NE",1975,0,0
"OK","NH",1975,0,0
"OK","NJ",1975,0,0
"OK","NM",1975,0,1
"OK","NV",1975,0,0
"OK","NY",1975,0,1
"OK","OH",1975,0,0
"OK","OK",1975,,
"OK","OR",1975,1,0
"OK","PA",1975,0,0
"OK","RI",1975,0,0
"OK","SC",1975,0,0
"OK","SD",1975,0,0
"OK","TN",1975,0,0
"OK","TX",1975,0,0
"OK","UT",1975,0,0
"OK","VA",1975,0,0
"OK","VT",1975,0,0
"OK","WA",1975,0,0
"OK","WI",1975,0,0
"OK","WV",1975,0,0
"OK","WY",1975,0,0
"OR","AK",1975,0,0
"OR","AL",1975,0,0
"OR","AR",1975,0,0
"OR","AZ",1975,0,0
"OR","CA",1975,0,0
"OR","CO",1975,0,1
"OR","CT",1975,0,1
"OR","DE",1975,0,0
"OR","FL",1975,0,0
"OR","GA",1975,0,0
"OR","HI",1975,0,1
"OR","IA",1975,0,0
"OR","ID",1975,0,0
"OR","IL",1975,0,0
"OR","IN",1975,0,0
"OR","KS",1975,0,0
"OR","KY",1975,0,0
"OR","LA",1975,0,0
"OR","MA",1975,0,0
"OR","MD",1975,1,0
"OR","ME",1975,0,0
"OR","MI",1975,0,1
"OR","MN",1975,0,0
"OR","MO",1975,0,0
"OR","MS",1975,0,0
"OR","MT",1975,0,0
"OR","NC",1975,0,0
"OR","ND",1975,0,0
"OR","NE",1975,0,0
"OR","NH",1975,0,0
"OR","NJ",1975,0,1
"OR","NM",1975,0,0
"OR","NV",1975,0,0
"OR","NY",1975,0,1
"OR","OH",1975,0,0
"OR","OK",1975,0,0
"OR","OR",1975,,
"OR","PA",1975,0,0
"OR","RI",1975,1,0
"OR","SC",1975,0,0
"OR","SD",1975,0,0
"OR","TN",1975,0,0
"OR","TX",1975,0,0
"OR","UT",1975,0,0
"OR","VA",1975,0,0
"OR","VT",1975,1,0
"OR","WA",1975,0,0
"OR","WI",1975,0,0
"OR","WV",1975,0,0
"OR","WY",1975,0,0
"PA","AK",1975,0,0
"PA","AL",1975,0,0
"PA","AR",1975,0,0
"PA","AZ",1975,0,0
"PA","CA",1975,0,0
"PA","CO",1975,0,1
"PA","CT",1975,1,1
"PA","DE",1975,0,0
"PA","FL",1975,0,0
"PA","GA",1975,0,0
"PA","HI",1975,0,0
"PA","IA",1975,0,0
"PA","ID",1975,0,0
"PA","IL",1975,0,1
"PA","IN",1975,0,0
"PA","KS",1975,0,0
"PA","KY",1975,0,0
"PA","LA",1975,0,1
"PA","MA",1975,0,1
"PA","MD",1975,0,0
"PA","ME",1975,0,0
"PA","MI",1975,0,0
"PA","MN",1975,0,0
"PA","MO",1975,0,0
"PA","MS",1975,1,0
"PA","MT",1975,0,0
"PA","NC",1975,0,0
"PA","ND",1975,0,0
"PA","NE",1975,0,0
"PA","NH",1975,0,0
"PA","NJ",1975,0,1
"PA","NM",1975,0,0
"PA","NV",1975,0,0
"PA","NY",1975,0,1
"PA","OH",1975,0,0
"PA","OK",1975,0,0
"PA","OR",1975,0,0
"PA","PA",1975,,
"PA","RI",1975,0,0
"PA","SC",1975,0,0
"PA","SD",1975,0,0
"PA","TN",1975,0,0
"PA","TX",1975,0,0
"PA","UT",1975,0,0
"PA","VA",1975,0,0
"PA","VT",1975,0,0
"PA","WA",1975,0,0
"PA","WI",1975,0,0
"PA","WV",1975,0,0
"PA","WY",1975,0,0
"RI","AK",1975,0,0
"RI","AL",1975,0,0
"RI","AR",1975,0,0
"RI","AZ",1975,0,0
"RI","CA",1975,0,0
"RI","CO",1975,0,0
"RI","CT",1975,0,0
"RI","DE",1975,0,0
"RI","FL",1975,1,1
"RI","GA",1975,0,0
"RI","HI",1975,0,0
"RI","IA",1975,0,0
"RI","ID",1975,0,0
"RI","IL",1975,0,0
"RI","IN",1975,0,0
"RI","KS",1975,0,0
"RI","KY",1975,0,0
"RI","LA",1975,0,0
"RI","MA",1975,0,0
"RI","MD",1975,1,0
"RI","ME",1975,0,0
"RI","MI",1975,0,0
"RI","MN",1975,0,0
"RI","MO",1975,0,0
"RI","MS",1975,0,0
"RI","MT",1975,0,0
"RI","NC",1975,0,0
"RI","ND",1975,0,0
"RI","NE",1975,0,0
"RI","NH",1975,0,0
"RI","NJ",1975,1,1
"RI","NM",1975,0,1
"RI","NV",1975,0,0
"RI","NY",1975,1,1
"RI","OH",1975,0,0
"RI","OK",1975,0,0
"RI","OR",1975,0,0
"RI","PA",1975,0,1
"RI","RI",1975,,
"RI","SC",1975,0,0
"RI","SD",1975,0,0
"RI","TN",1975,0,0
"RI","TX",1975,0,0
"RI","UT",1975,0,0
"RI","VA",1975,0,0
"RI","VT",1975,0,0
"RI","WA",1975,0,0
"RI","WI",1975,0,0
"RI","WV",1975,0,0
"RI","WY",1975,0,0
"SC","AK",1975,0,0
"SC","AL",1975,0,0
"SC","AR",1975,0,0
"SC","AZ",1975,0,0
"SC","CA",1975,0,0
"SC","CO",1975,0,0
"SC","CT",1975,0,1
"SC","DE",1975,0,0
"SC","FL",1975,0,0
"SC","GA",1975,0,0
"SC","HI",1975,0,0
"SC","IA",1975,0,0
"SC","ID",1975,0,0
