AZ,2014,2,301.77
AZ,2014,3,304.91
AZ,2014,4,309.92
AZ,2015,1,312.39
AZ,2015,2,319.18
AZ,2015,3,325.8
AZ,2015,4,330.21
AZ,2016,1,334.12
AZ,2016,2,341.1
AZ,2016,3,346.85
AZ,2016,4,352.4
AZ,2017,1,357.6
AZ,2017,2,366.97
AZ,2017,3,374.75
AZ,2017,4,378.92
AZ,2018,1,387.01
AZ,2018,2,395.03
AZ,2018,3,404.12
AZ,2018,4,408.73
AZ,2019,1,414.05
AZ,2019,2,422.13
AZ,2019,3,428.42
AZ,2019,4,435.62
AZ,2020,1,444.4
AZ,2020,2,452.25
AZ,2020,3,463.33
AZ,2020,4,479.53
AZ,2021,1,499.96
AZ,2021,2,538.54
AZ,2021,3,584.58
CA,1975,1,41.67
CA,1975,2,42.72
CA,1975,3,44.28
CA,1975,4,45.79
CA,1976,1,47.81
CA,1976,2,50.25
CA,1976,3,53.54
CA,1976,4,55.57
CA,1977,1,58.03
CA,1977,2,62.99
CA,1977,3,67.92
CA,1977,4,70.64
CA,1978,1,73.21
CA,1978,2,75.99
CA,1978,3,78.59
CA,1978,4,81.77
CA,1979,1,84.84
CA,1979,2,88.61
CA,1979,3,93.09
CA,1979,4,96.38
CA,1980,1,100
CA,1980,2,102.84
CA,1980,3,106.55
CA,1980,4,108.4
CA,1981,1,110.43
CA,1981,2,112.93
CA,1981,3,116.33
CA,1981,4,117.52
CA,1982,1,104.44
CA,1982,2,107.46
CA,1982,3,104.97
CA,1982,4,115.86
CA,1983,1,116.73
CA,1983,2,117.44
CA,1983,3,117.25
CA,1983,4,117.78
CA,1984,1,119.51
CA,1984,2,120.13
CA,1984,3,121.71
CA,1984,4,122.8
CA,1985,1,124.53
CA,1985,2,126.34
CA,1985,3,129.18
CA,1985,4,130.59
CA,1986,1,132.28
CA,1986,2,134.83
CA,1986,3,137.77
CA,1986,4,141.13
CA,1987,1,144.75
CA,1987,2,148.3
CA,1987,3,152.97
CA,1987,4,157.31
CA,1988,1,163.07
CA,1988,2,169.79
CA,1988,3,177.85
CA,1988,4,187.6
CA,1989,1,196.38
CA,1989,2,206.04
CA,1989,3,217.94
CA,1989,4,224.79
CA,1990,1,227.56
CA,1990,2,228.29
CA,1990,3,230.23
CA,1990,4,228.67
CA,1991,1,228.59
CA,1991,2,227.17
CA,1991,3,227.17
CA,1991,4,228.84
CA,1992,1,227.63
CA,1992,2,225.28
CA,1992,3,224.84
CA,1992,4,222.73
CA,1993,1,219.29
CA,1993,2,217.4
CA,1993,3,215.56
CA,1993,4,214.29
CA,1994,1,212.16
CA,1994,2,207.03
CA,1994,3,203.97
CA,1994,4,201.08
CA,1995,1,199.74
CA,1995,2,201.65
CA,1995,3,203.99
CA,1995,4,203.65
CA,1996,1,203.63
CA,1996,2,201.04
CA,1996,3,200.67
CA,1996,4,201.71
CA,1997,1,202.66
CA,1997,2,204.7
CA,1997,3,208.76
CA,1997,4,212.41
CA,1998,1,217.04
CA,1998,2,221.79
CA,1998,3,227.65
